id,title,abstract,publication_date,cpc_codes
US-5217003-A,Automated surgical system and apparatus,"A surgical system comprises an endoscopic instrument, a camera on the endoscopic instrument for obtaining video images of internal body tissues inside a patient&#39;s body via the endoscopic instrument, and a transmitter operatively connected to the camera for transmitting, over a telecommunications link to a remote location beyond a range of direct manual contact with the patient&#39;s body, a video signal encoding the video image. A receiver is provided for receiving actuator control signals from the remote location via the telecommunications link. The receiver feeds the signals to a robot actuator mechanism for controlling that mechanism to operate a surgical instrument insertable into the patient&#39;s body.",19930608,A61B18/18; A61B1/00147; A61B1/00147; A61B17/00234; A61B1/313; A61B34/70; A61B2017/3445; A61B2090/371; A61B6/504; A61B2090/371; A61B5/0002; A61B34/30; A61B1/05; A61B17/00234; A61B34/30; A61B34/35; A61B5/0002; A61B6/504; A61B34/70; A61B34/10; A61B2017/3445; A61B1/313; A61B34/10; A61B34/35; A61B1/05
US-5702462-A,Method of meniscal repair,"A method for repairing a torn meniscus includes inserting at least two anchoring members into the meniscus. Each anchoring member includes a dart and at least one suture. The darts are embedded in the meniscal tissue distal to the plane of the meniscal tear, the anchoring member being inserted transversely through and across the plane of the tear. The sutures of the two anchoring members extend from the anchoring members through and across the plane of the tear and out of the meniscus. The sutures are tied together and the knot formed is drawn into contact with the surface of the meniscus with sufficient tension to approximate the tear.",19971230,A61B17/0401; A61B2017/00004; A61B2017/0427; A61B2017/0412; A61B17/0401; A61B2017/0464; A61B2017/0427; A61B2017/0464; A61B2017/0412; A61F2/3872; A61F2/3872; A61B2017/00004
US-10244926-B2,Detecting endolumenal buckling of flexible instruments,"A robotic system is described for determining whether a flexible instrument has buckled. The robotic system comprises a medical instrument comprising an elongate body, and further comprises a first sensor placed in a first portion of the elongate body, and a controller. A command is directed to the elongate body. The first sensor generates sensor data providing information regarding a first measured status of the portion of the elongate body. The controller receives sensor data generated from the first sensor, and compare the first measured status with a first expected status expected to be caused by the command; and responsive to the first measured status deviating from the first expected status one of more or less than a first associated threshold, determine that the elongate body has buckled.",20190402,A61B2034/742; A61B34/30; A61B1/0052; A61B34/30; A61B34/76; A61B1/00055; A61B1/0016; A61B1/0016; A61B2090/064; A61B2034/2051; A61B1/051; A61B2034/304; A61B2034/301; A61B2034/2065; A61B34/37; A61B1/00006; A61B2034/301; A61B1/00149; A61B5/065; A61B1/00055; A61B2034/743; A61B1/0051; A61B34/74; A61B5/065; A61B2034/2061; A61B1/0051; A61B1/0016; A61B2034/743; A61B1/051; A61B2034/301; A61B2034/742; A61B1/00055; A61B34/37; A61B5/065; A61B34/30; A61B2034/304; A61B34/76; A61B34/74; A61B1/00097; A61B1/009; A61B1/00149; A61B1/00006; A61B2090/064; A61B2034/2065; A61B2034/2061; A61B2034/2051; A61B1/0052
US-10426556-B2,Biomechanical model assisted image guided surgery system and method,"A method for image guided surgery includes obtaining intraoperative locations including intraoperative fiducial locations for a non-rigid structure and intraoperative rigid structure locations for associated rigid structures, estimating a gravity deformation for the non-rigid structure based on a first rigid registration for preoperative fiducial locations in a computer model relative to the intraoperative fiducial locations and a second rigid registration for the preoperative rigid structure locations for a rigid structure in the computer model with respect to the intraoperative rigid structure locations, modifying the preoperative fiducial locations using first rigid registration and the gravity deformation, determining a third rigid registration for the modified fiducial locations relative to the intraoperative fiducial locations, calculating a non-rigid transformation for the computer model using the volumetric gravity field deformation and first boundary conditions from errors in the third rigid registration, and displaying image data for the non-rigid structure modified to undergo the non-rigid transformation.",20191001,G06T2207/30068; G06T2207/10132; G06T2207/10088; A61B2090/363; G06T2207/30204; A61B2034/2065; G06T2207/30068; A61B34/20; A61B8/0825; A61B90/36; A61B2034/2055; G06T2207/10028; G06T2207/10088; A61B8/5246; A61B2090/363; A61B8/085; G06T7/33; A61B2090/378; A61B8/5246; A61B2034/105; G06T2207/30204; A61B2034/105; A61B2034/2055; A61B8/0841; G06T2207/10028; G06T2207/10132; A61B2090/378; A61B34/20; A61B2090/367; A61B34/10; A61B2090/364; A61B2034/2063; A61B8/0841; A61B90/36; A61B8/0825; A61B90/37; A61B2090/364; G06T7/00; G06T7/33; A61B8/085; A61B34/20; A61B8/085; A61B2034/2055; G06T2207/30204; A61B8/5246; G06T2207/10088; A61B2090/367; A61B2034/105; G06T2207/30068; A61B2034/2063; A61B34/10; A61B8/0841; A61B2090/364; G06T2207/10132; A61B2090/378; A61B90/37; A61B2034/2065; G06T7/33; G06T2207/10028; G06T7/00; A61B90/36; A61B8/0825; A61B2090/363
US-9097891-B2,See-through near-eye display glasses including an auto-brightness control for the display brightness based on the brightness in the environment,This disclosure concerns an interactive head-mounted eyepiece with an integrated processor for handling content for display and an integrated image source for introducing the content to an optical assembly through which the user views a surrounding environment and the displayed content. The image source includes an auto-brightness control that controls the brightness of the displayed content based on the brightness in the environment.,20150804,G02B2027/014; G06F3/013; G06Q30/02; G02B2027/0178; G02B2027/0118; G06F1/163; G06F3/011; G06F3/005; G02B27/017; G06F3/017; G02B27/0093; G02B2027/014; G06F3/017; G02B2027/014; G02B2027/0178; G02B27/0093; G02B27/0093; G02B27/017; G06F3/011; G06Q30/02; G06F3/013; G02B27/017; G06F3/005; G06F3/011; G02B2027/0178; G06F1/163; G06F3/005; G06F3/013; G02B2027/0118; G06F1/163; G06F3/017; G02B2027/0118; G06Q30/02
US-5188104-A,Treatment of eating disorders by nerve stimulation,"A method of treating patients with compulsive eating disorders includes the steps of detecting a preselected event indicative of an imminent need for treatment of the specific eating disorder of interest, and responding to the detected occurrence of the preselected event by applying a predetermined stimulating signal to the patient&#39;s vagus nerve appropriate to alleviate the effect of the eating disorder of interest. For example, the preselected event may be a specified level of food consumption by the patient within a set interval of time, or the commencement of a customary mealtime according to the patient&#39;s circadian cycle, or the passage of each of a sequence of preset intervals of time, or the patient&#39;s own recognition of the need for treatment by voluntarily initiating the application of the stimulating signal to the vagus nerve. In cases in which the disorder is compulsive eating to excess, the stimulating signal is predetermined to produce a sensation of satiety in the patient. The occurrence of the preselected event is detected by summing the number of swallows of food by the patient within the set interval of time. In cases where the disorder is compulsive refusal to eat (anorexia nervosa), the stimulating signal is predetermined to produce a sensation of hunger or to suppress satiety in the patient.",19930223,A61N1/36007; A61N1/36007
US-4899743-A,Suture anchor installation tool,"A novel suture anchor installation tool which comprises an elongated member having a first end and a second end and a slot extending from the first end towards the second end, the slot being sized to snugly accommodate the suture anchor&#39;s barb, whereby the suture anchor may be attached to the elongated member at the first end of the elongated member by fitting the barb into the slot so that the barb extends upward and outward from the first end of the elongated member, through the slot, with the body of the suture anchor engaging the first end of the installation tool. 
     In use, the suture is first attached to the suture anchor and then the suture anchor is attached to the elongated member in the foregoing manner. Then the first end of the elongated member is pressed into a predrilled hole in the bone, forcing the suture anchor in ahead of it. As the suture anchor is pressed into the bone, its barb engages the side wall of the bone and is forced to retract backwards into the elongated member&#39;s slot so that it extends somewhat parallel to the elongated member. When the suture anchor bottoms out in the bone hole, and the elongated member is thereafter withdrawn, the barb&#39;s engagement with the bone wall will cause the suture anchor to separate from the elongated member, leaving the suture anchor (and its attached suture) anchored securely in the bone.",19900213,A61F2002/30092; A61B2017/0412; A61B17/0401; A61B2017/0409; A61B2017/0409; A61F2210/0019; A61B17/0401; Y10S606/916; Y10S606/916; A61B2017/0458; A61B2017/0437; A61B2017/0437; A61B17/1615; A61F2002/30092; A61B2017/0458; A61B17/1615; A61B2017/0412; A61F2210/0019
US-5128671-A,Control device having multiple degrees of freedom,"A hand-held joystick has spaced-apart groups of accelerometers and is free to move or rotate on multiple axes. Each group has, for example, three mutually perpendicular accelerometers, with each one producing an electrical signal responsive to linear acceleration along one axis. The signals are combined to derive a definition of acceleration of the joystick along the three mutually perpendicular linear axes and/or rotation about these axes. The combined signal is used by an electrical control system which provides input to a device being controlled. The signal to the device under control is responsive to the motion of the joystick.",19920707,A63F13/40; A63F2300/105; A63F2300/1043; A63F2300/1006; A63F13/24; A63F13/211; A63F2300/8017; A63F13/803; Y10T74/20201; G05G2009/0474; G05G2009/0474; G05G9/047; A63F2300/105; G06F3/0346; A63F2300/1006; G06F3/0346; Y10T74/20201; G05G9/047; A63F13/235; A63F13/211
US-5388992-A,Method and apparatus for tactile transduction of acoustic signals from television receivers,"Inexpensive wideband transducers convert low frequency components (i.e., approximately 50 Hz through 800 Hz) of an audio signal to mechanical vibrations at the same frequencies so that the vibrations may be perceived at the user&#39;s skin, typically at a hand or finger. The transducer may be a small permanent magnet moving coil loudspeaker with most of the diaphragm cone removed to minimize soundwave generation, or it may be a small d.c. or stepping motor arranged to have its drive shaft rotated in alternate directions through small angles corresponding to signal amplitude. Vibrations may be applied to the user&#39;s hand through a hand-held case vibrating with the motor, or to a finger via a contactor extending outside the case from the motor or loudspeaker. The transducer has particular utility in conjunction with closed captioned in television programs to enhance appreciation of speech therein while also training the user in utilizing the transducer. One or more fixed frequency transducers may additionally be employed vibrations at a single frequency representing all of the higher frequency components in the audio signal.",19950214,G09B21/009; G06F3/016; G09B21/003; G09B21/009; H04R9/00; G09B21/003; H04R9/00; G06F3/016
US-5456673-A,Locking cannula for endoscopic surgery,An endoscopic surgery cannula insertable into a surgical site in a patient for coaxially slideably receiving an endoscopic surgical tool. The cannula comprises a distal portion insertable into the surgical site. The cannula further comprises a proximal portion accessible to surgical personnel for receiving an endoscopic surgical tool and having a passage through which the distal portion of the surgical tool can be brought into the surgical site. The cannula proximal portion comprises a lock mechanism transversely slidable for interfering with axial movement with the tool therein and elastomeric loop structure stretchable for resiliently urging the lock mechanism transversely on the cannula to a lock position retaining the surgical tool in the cannula and which may be resiliently overcome to permit removal of the tool from the cannula.,19951010,A61B2017/347; A61B17/3462; A61B17/3421; A61B17/3421; A61B2017/347; A61B17/3462
US-5562448-A,Method for facilitating dental diagnosis and treatment,"A method for use in forming a preparation in a patient&#39;s jaw comprises the steps of (a) generating electrically encoded data specifying pre-existing dental structure in the patient&#39;s jaw, (b) transmitting the data to a computer, (c) operating the computer to generate, on a monitor connected to the computer, a graphic representation of the pre-existing structure, (d) further operating the computer to predetermine an optimal position and an optimal orientation of a material removal tool with respect to the pre-existing structure, and (e) additionally operating the computer to generate, on the monitor, a graphic representation of the tool in the optimal position and the optimal orientation relative to the pre-existing structure. The method may be used to conduct a practice operation on the patient. In such a practice operation, the dental practitioner orients a dental type instrument (e.g., a probe or a drill) in juxtaposition to the pre-existing structure at the optimal position (shown on the monitor). The computer is provided with electrical feedback or signals as to the actual position and the actual orientation of the instrument. The computer is then operated to automatically determine an angle between the optimal orientation and the actual orientation. The computer then alerts the dental practitioner as to the deviation, if any, between the instrument and the optimal position and orientation thereof.",19961008,A61C9/0053; A61C9/0053; A61C13/0004; A61C13/0004
US-5961521-A,Surgical screw and washer,"A surgical fastener for fixation of graft tendon in a bone hole comprising a screw having a head, neck, and shank, and a washer disposed about the neck. The tendon is attached to the washer so as to ensure that the tendon is immobilised between the head of the screw and the wall of the bone hole thereby reducing pistoning under load and reducing graft failure. In one embodiment, the fastener includes a bone plug disposed about the neck of the screw between the head and the washer, the neck being adapted to laterally press the bone plug and thereby immobilise a tendon attached to the washer between the bone plug and the wall of the bone hole. In another embodiment, the invention consists in a surgical staple having two substantially parallel legs, a transverse head member and a washer which holds a loop of tendon under the staple when it is inserted into a bone.",19991005,A61F2002/0858; A61B17/064; A61F2002/0864; A61F2/0805; A61F2002/0888; A61B17/0642; A61B2017/0648; A61F2002/087; A61B2017/0403; A61F2002/0882; A61F2002/0835; A61B17/8695; A61F2/0811; A61F2002/0829; A61B2017/0448; Y10S606/916; A61F2002/0841; A61B2017/0414; A61B2017/044; A61B17/86; A61F2002/0829; A61F2002/0841; A61F2002/0858; A61F2002/087; A61B17/86; A61B2017/0648; A61B17/0642; A61B17/064; A61F2002/0882; A61F2002/0888; A61F2002/0864; A61B2017/0403; A61B17/8695; A61F2/0811; A61B2017/044; A61F2002/0835; A61B2017/0414; A61B2017/0448; A61F2/0805
US-6080161-A,Fastener and method for bone fixation,A fastener for securing an osteosynthesis plate to a plurality of bone segments is provided. The fastener in the form of a fastener blank includes an elongated shank adapted for insertion through an opening in the plate and into a hole formed in the bone. The upper end of the shank forms a head that serves to secure the plate to the bone. The elongated shank is constructed of a material which when heated will deform to form a tight fit within the hole drilled in the bone. The fastener is preferably made of a resorbable material. The invention also provides a method for securing a plate to a bone using the fasteners of the invention. A fastener blank is positioned into the hole so that a portion of the blank extends into the hole provided in the bone and another portion overlies the plate. The blank is heated to raise the temperature of the blank above the transition temperature of the material from which it is made and deform the blank into a tight fit within the hole.,20000627,A61B17/68; A61B17/68; A61B17/8052; A61B17/864; A61B17/88; A61B2017/00004; Y10S606/907; Y10S606/908; Y10S606/91; A61B17/8052; A61B17/88; A61B17/864; A61B2017/00004; Y10S606/91; Y10S606/908; Y10S606/907
US-6156030-A,Method and apparatus for high precision variable rate material removal and modification,"A method and apparatus is disclosed for fast precise material processing and modification which minimizes collateral damage. Utilizing optimized, pulsed electromagnetic energy parameters leads to an interaction regime which minimizes residual energy deposition. Advantageously, removal of cumulative pulse train residual energy is further maximized through the rapid progression of the ablation front which move faster than the thermal energy diffusion front, thus ensuring substantial removal of residual energy to further minimize collateral thermal damage.",20001205,A61B2018/00636; B23K26/0096; B23K26/032; A61C1/0046; B23K26/0096; B23K26/0665; B23K26/40; B23K26/0643; B23K26/0665; A61B2018/00636; B23K2103/50; B23K26/0624; B23K26/032; A61B18/26; A61B2018/00666; B23K26/40; B23K26/18; A61F9/00802; A61B2018/00642; A61F2009/00844; A61B18/20; B23K26/18; B23K2103/50; B23K26/067; A61B2017/00061; B23K26/0676; A61F2009/00872; A61F9/00802; B23K26/064; A61B18/26; B23K26/0624; B23K26/067; G01N21/718; B23K2103/32; B23K26/53; B23K26/0643; A61F2009/00844; B23K2103/52; B23K26/0676; A61B2018/00666; A61B2017/00172; B23K2103/52; A61B2017/00061; A61B18/20; A61F9/00825; G01N21/718; A61B2017/00172; A61C1/0046; B23K26/53; B23K26/064; A61F9/00825; B23K2103/32; A61F2009/00872; A61B2018/00642
WO-9730652-A1,Dispositif assiste par ordinateur pour la revision d&#39;une chirurgie d&#39;arthroplastie totale de hanche,"L&#39;invention a trait à des dispositifs ainsi qu&#39;à des procédés mis en oeuvre par ordinateur visant à retirer un ciment osseux ou une autre substance aux fins du remplacement d&#39;une prothèse osseuse. Une technique de remplacement de prothèse osseuse, assistée par ordinateur au titre de cette invention, comporte les étapes suivantes: réception de données d&#39;image d&#39;un os comme données d&#39;entrée, reconnaissance, à partir de ces données d&#39;image, des contours englobants de la substance entourant la prothèse d&#39;origine à ôter et mise au point des contours du système à partir de ces contours englobants, les contours du système indiquant la cavité à découper dans l&#39;os pour faire place à une seconde prothèse osseuse.",19970828,A61F2002/30943; A61F2002/30952; A61F2002/3069; A61F2002/4632; Y10S128/922; A61B34/30; A61B17/8847; Y10S128/922; A61F2/3662; A61F2/3662; A61F2002/30948; A61F2002/4619; A61F2002/30948; A61F2002/3069; A61F2002/30616; A61F2/30942; G05B19/4099; A61B34/30; G05B19/4099; A61F2/4607; Y10S128/923; A61F2002/4632; A61F2002/30952; Y10S128/923; A61B34/10; A61F2002/4633; A61F2002/30616; A61B2090/3762; A61F2/30942; A61F2002/4619; G05B2219/45094; A61F2002/30943; A61B2090/3762; G05B2219/45094; A61B34/10; A61F2/4607; A61B17/8847; G05B2219/45168; G05B2219/45168; A61F2002/4633
US-2023005266-A1,Methods for arthroscopic surgery video segmentation and devices therefor,"Methods, non-transitory computer readable media, and arthroscopic video segmentation apparatuses and systems that facilitate improved, automatic segmentation analysis of videos of arthroscopic procedures are disclosed. With this technology, a video feed of an arthroscopic surgery can be automatically segmented using machine learning models and one or more tags related to the segments can be associated with the video feed. The generated videos can be output in real time to provide segmented information related to the surgical procedure or can be saved with the one or more segments tagged for playback for training or informational purposes.",20230105,G06T2207/10016; G06T7/11; G06T2207/30008; G06T2207/10068; G06T7/0012; G06T2207/10016; G06V20/49; G06T7/174; G06T2207/10068; G06T2200/24; G06T2207/20081; G06T2207/30204; G06T2207/30052; G06T7/0012; G06V20/49; G06T2207/10068; G06T2207/10016; G06T2207/30204
US-2002091374-A1,Multi-component telepresence system and method,"The present invention provides systems and methods for performing robotically-assisted surgical procedures on a patient. In particular, a three-component surgical system is provided that includes a non-sterile drive and control component, a sterilizable end effector or surgical tool and an intermediate connector component that includes mechanical elements for coupling the surgical tool with the drive and control component and for transferring motion and electrical signals therebetween. The drive and control component is shielded from the sterile surgical site, the surgical tool is sterilizable and disposable and the intermediate connector is sterilizable and reusable. In this manner, the intermediate connector can be sterilized after a surgical procedure without damaging the motors or electrical connections within the drive and control component of the robotic system.",20020711,A61B46/13; A61B46/13; A61B2017/00482; A61B2090/506; A61B34/71; A61B90/361; A61B34/30; A61B34/37; A61B34/35; A61B2034/305; A61B34/76; A61B2090/0803; A61B2090/0814; A61B2017/00482; A61B2090/506; A61B34/71; A61B90/361; A61B34/30; A61B34/37; A61B34/35; A61B2034/305; A61B34/76; A61B2090/0803; A61B2090/0814
WO-2004070581-A2,Systeme et procede permettant d&#39;assister par ordinateur des procedures de fixation rachidienne,"L&#39;invention concerne un système et un procédé permettant d&#39;assister par ordinateur une opération médicale, notamment la fixation rachidienne, offrant une interface utilisateur graphique permettant de guider et/ou d&#39;assister un utilisateur, notamment un chirurgien, à effectuer une opération médicale, que ce soit une opération chirurgicale ou non chirurgicale. Le système assisté par ordinateur comprend une application logicielle, notamment une application de fixation rachidienne, qui peut être utilisée lors d&#39;une opération médicale, notamment lors de la liaison rachidienne, etc..",20040819,A61B2034/2072; A61B2034/107; A61B90/10; A61B2034/254; A61B90/37; A61B2034/252; A61B17/1703; A61B2034/256; A61B2034/105; A61B34/20; A61B34/25; A61B2034/108; A61B34/10; A61B2017/00207; A61B17/1757; A61B17/1671; A61B2017/1602
WO-2007050407-A1,Systems and methods for switching between autonomous and manual operation of a vehicle,"System for switching between autonomous and manual operation of a vehicle wherein a mechanical control system receives manual inputs from a mechanical operation member and an actuator mated to the mechanical control by an electrically actuated clutch receives autonomous control signals generated by a controller. An E-Stop system is further configured to remove power from the clutch for safety, while leaving power in the actuator. A method for autonomous mode starting of a vehicle comprises receiving a signal indicating autonomous mode, determining that a parking brake lever is set and the brakes are engaged, disengaging the brakes while maintaining the lever in the set position, and engaging in autonomous mode.",20070503,Y10S901/47; Y10S901/01; B62D1/286; Y10S901/47; B60W30/09; G05B19/414; B60T7/22; B60W30/095; B62D1/286; B60W30/095; Y10S901/01; B60T7/22; B60W30/09; H04L67/12; B60W60/0053; B60W60/0051; G05D1/0088; G05B19/042; G05D1/024; G05D1/027; G05D1/0272; G05D1/0274; G05D1/0278; G05D1/0246; G05D1/02; G05D1/024; G05D1/027; G05D1/0272; G05D1/0274; G05D1/0278; G05D1/0061; G05D1/0246; G05D1/0251; G05D1/0259; G05D1/028
US-7083615-B2,Surgical tool having electrocautery energy supply conductor with inhibited current leakage,"The present invention provides improved electrosurgical instruments and systems having electrocautery energy supply conductors that provide inhibited current leakage and methods of performing a robotically controlled minimally invasive surgical procedure while preventing unintended capacitive coupling. A surgical instrument generally comprises an elongate shaft having a proximal end and a distal end and defining an internal longitudinally extending passage. An electrocautery end effector is coupled to or disposed at the distal end of the shaft. An interface or tool base is coupled to or disposed at the proximal end of the shaft and removably connectable to the robotic surgical system. Typically, an independent electrical conductor extends from the interface to the end effector to transmit electrical energy to tissue engaged by the end effector. A sealed insulation tube extends within the passage and over the conductor. A separation is maintained between the sealed insulation tube and the conductor.",20060801,A61B34/71; A61B18/14; A61B34/30; A61B2034/305; A61B2034/305; A61B2018/1422; A61B34/70; A61B34/71; A61B2018/1422; A61B34/70; A61B34/37; A61B34/37; A61B18/14; A61B34/30
US-10470838-B2,Surgical system for spatial registration verification of anatomical region,"A method for verifying a spatial registration of an anatomical region is provided. The method may track a spatial pose of at least one checkpoint defined within the anatomical region, track a spatial pose of a probe tip in proximity to the anatomical region at the checkpoint, map a spatial proximity between the probe tip and the anatomical region onto a visual representation of the anatomical region based on the tracked spatial poses, quantify a deviation between the mapped spatial proximity and an actual spatial proximity in response to a verification request where the verification request is initiated by a user and indicative of the actual spatial proximity between the probe tip and the anatomical region, and generate a graphical index indicative of a degree of accuracy of the spatial registration of the anatomical region based on the quantified deviation.",20191112,A61B2034/104; A61B5/7475; A61B2034/2055; A61B2034/2055; A61B34/20; A61B5/7475; A61B6/032; A61B34/20; A61B5/4504; A61B5/0037; A61B6/12; A61B5/1127; A61B5/0037; A61B5/066; A61B5/7425; A61B5/1116; A61B5/7425; A61B6/12; A61B2034/104; A61B5/4504; A61B5/066; A61B5/1127; A61B90/37; A61B5/1116; A61B6/032; A61B6/12; A61B5/066; A61B90/37; A61B5/7425; A61B2034/104; A61B2034/2055; A61B5/4504; A61B34/20; A61B5/1116; A61B5/0037; A61B5/7475; A61B5/1127; A61B6/032
US-6659706-B2,Lift dolly for use in conjunction with stand-mounted power tools and the like,"A lift dolly is provided for lifting and transporting stand-mounted power tools and the like, with little effort. The dolly includes a pair of platforms and a wheel system having at least three castors extending downwardly from the platforms. The dolly is designed such that one step onto a latching or locking mechanism by the operator causes the wheel system to be forced downward relative to the stand thereby slightly lifting the power tool and stand off of the ground and enabling transport of same via the castors. Another step on the locking or latching mechanism disengages the wheel system and permits gravity to return the stand and tool firmly to the ground for use.",20031209,B62B5/049; B60B33/0049; B60B33/0021; B60B33/0073; B60B33/0049; B60B33/0005; B60B33/0039; B60B33/0007; B25H1/04; B60B33/0068; B60B33/0073; B60B33/0068; B62B2203/10; B62B5/049; B60B33/0007; A47B91/002; B60B33/0057; B60B33/0005; A47B91/002; B62B5/0083; B62B2203/10; B60B33/0057; B60B33/0039; B60B33/0021; B62B5/0083; B25H1/04
US-6893434-B2,Ultrasonic soft tissue cutting and coagulation systems including a retractable grasper,"The present invention features an ultrasonic surgical system including an ultrasonically vibrating blade, and retractable grasper. The grasper includes a grasping jaw or clamp that is movable, in a direction perpendicular to the primary vibratory mode of the ultrasonic blade element, from an open, extended position to a closed position in which tissue is grasped between the jaw and the vibrating blade, and to a retracted position for storage. The jaw is preferably hinge-actuated.",20050517,A61B2017/320095; A61B2017/320069; A61B17/29; A61B2017/320095; A61B2017/320069; A61B17/29; A61B2017/320094; A61B17/320092; A61B2017/320094; A61B17/320092
