link_row,node1,node2,ours_text,baseline_run1,baseline_run2,baseline_run3
39,US-2018177612-A1,US-2009198240-A1,"A bone alignment device is provided for inserting into the proximal and distal portions of the femur and tibia at the knee joint. The device includes a guide for measuring the pressure exerted by the insertion into the proximal and distal portions of the femur. The guide can be retracted to allow the insertion into the proximal or distal portions of the femur. A second instrument, having a pivotal sleeve, is used to provide a pivotal tool for removing.",A surgical knee balancing system is configured to both distract and measure compartmental forces while preparing bone cuts for prosthetic component implantation. The system includes a femoral-tibial distractor with a movable support structure and an integrated force gauge that provides indicia corresponding to ligament and compartmental loading during distraction. A distraction lock mechanism and an M-L tilt mechanism are cooperatively operable to fix the distraction height and adjust medial-lateral tilt until predetermined force balance and angular alignment criteria are achieved between compartments. The at least one bone cut is then made based on the measured compartmental forces and the established M-L tilt angle to reduce prosthetic alignment error.,"A surgical knee balancing system is provided that combines controlled compartment distraction with quantitative force measurement to guide bone resections for prosthetic implantation. The system includes a distractor-spreader assembly having a fixed support structure and a pivotable moving support structure configured to separate the femur and tibia while a radial gauge measures ligamentous and compartmental loads. A distraction lock mechanism selectively fixes the distraction height at predetermined load values, and an M-L tilt mechanism is actuated to equalize medial and lateral compartment forces while preventing free pivoting of the moving support structure. Bone cuts are planned and executed based on the measured forces and resulting M-L tilt angle such that the installed prosthetic component exhibits reduced alignment error and improved soft tissue balance.","A surgical knee joint balancing and cutting apparatus is provided that combines compartment distraction, ligament force measurement, and controlled alignment for prosthetic implantation. The apparatus includes a femoral-tibial spreader with a radial force gauge configured to distract first and second compartments to predetermined load values while permitting free pivoting of a moving support structure relative to a fixed support structure. A distraction lock mechanism is engagable to fix the distraction height at a selected ligament tension, and an M-L tilt mechanism is actuable to forcibly equalize the compartments based on the measured forces, thereby constraining the moving support structure against pivoting. The apparatus further includes alignment reference features that relate the at least one bone cut to both the equalized compartment spacing and the measured M-L tilt angle to reduce prosthetic alignment error."
40,US-2017189131-A1,US-2016007827-A1,A robotic surgical system comprises a tool for manipulating a surgical instrument and a device for controlling the movement of a surgical instrument relative to a surgical instrument. Methods are provided for identifying the surgical instrument at a first-hand location and the surgical instrument at a second-hand location. One or more actuators may be attached to the surgical instrument to provide an end-to-end transmission of a data path and a data orientation to the surgical instrument. The method of operation described herein may be configured to operate within a specified orientation.,"A system and method for autonomous constrained-motion control of multiple robotic surgical instruments is provided. A robotic surgical platform simultaneously operates a plurality of instruments while a real-time tracking subsystem determines 3D spatial positions of each instrument within a patient anatomy. A controller applies rule-based ALLOWED and RESTRICTED movement constraints, including no-fly zones, collision prevention, preferred tool zones, field-of-view preservation, and history-based motion rules, to generate constrained motion commands for the robotic actuators. The system thereby coordinates multi-instrument robotic movements to enhance safety, efficiency, and precision during complex surgical procedures.","A system and method are provided for coordinated control of multiple robotic surgical instruments within a patient anatomy using rule-based spatial movement constraints. A robotic surgical platform simultaneously actuates a plurality of instruments while a real-time tracking subsystem determines the 3D spatial position and motion history of each instrument relative to the surgical field. A controller accesses a movement database and a controller database storing dynamic ALLOWED and RESTRICTED movement rules, including collision prevention, no-fly zones, field-of-view preservation, tool-preference, and history-based constraints, to generate coordinated motion commands. The system thereby autonomously or semi-autonomously adjusts individual and collective instrument trajectories to optimize surgical workflow, enhance safety, and maintain desired spatial relationships during a procedure.","A prospective invention provides an integrated robotic surgical control system that combines multi-instrument robotic manipulation with rule-based, real-time spatial governance of tool motion. A plurality of surgical instruments are concurrently operable and selectively coupled to robotic manipulators whose movements are continuously tracked in 3D space and compared against historical and real-time positional data. A controller accesses a rules database defining ALLOWED and RESTRICTED movements, including collision prevention, no-fly zones, field-of-view constraints, tool-preference zones, and history-based motion patterns, and dynamically modulates robotic actuation accordingly. The system thereby optimizes coordinated tool usage, enhances safety, and enforces procedural and environmental constraints during robotic surgical interventions."
41,US-2017189131-A1,US-2014005684-A1,"A robotic surgical system comprises a method for manipulating a surgical instrument, a surgical tool, and an endoscope. The method may be coupled to an electrically operated surgical instrument, a surgical tool, and an endoscope. The method may be coupled to a patient-centered positioning assister. One or more of the robots in the invention are able to provide control over the movement of a surgical instrument in relation to a corresponding positioning assister, thereby minimizing the need for a surgical tool to be discarded during the procedure.","A robotic surgical system is provided that integrates multi-instrument control with supervised autonomous execution of surgical subtasks. The system includes a plurality of robotic arms configured to simultaneously manipulate different surgical instruments, and an operating platform that runs automation programs based on real-time, multi-modal imaging of mobile and deformable anatomical targets. A control module coordinates shared and independent motion of the instruments, dynamically allocating robotic degrees of freedom among subtasks while enforcing safety constraints and collision avoidance. The system standardizes complex procedures by combining high-precision automated maneuvers with surgeon oversight and selective manual intervention.","A system and method are provided for coordinated, semi-autonomous control of multiple robotic surgical instruments during a medical procedure. A robotic surgical platform supports a plurality of end-effector tools, at least some of which are driven by automation programs executed by an operating system configured for supervised autonomy. The system fuses intraoperative imaging modalities to track in real time mobile and deformable anatomical targets in an unstructured environment and dynamically allocates and adjusts the motion of the multiple instruments accordingly. The coordinated control improves precision, efficiency, and safety by enabling simultaneous execution of interventional subtasks while maintaining surgeon oversight and intervention capability.","A system and method are disclosed for coordinated autonomous control of multiple robotic surgical instruments during a medical procedure. A robotic surgical platform selectively couples to and controls a plurality of surgical instruments, while an automation operating system executes procedure-specific programs to perform surgical subtasks under supervised autonomy. The operating system fuses data from one or more imaging modalities to provide real-time tracking of mobile and deformable anatomical targets in an unstructured environment and to dynamically adjust instrument trajectories and task sequencing. The coordinated control architecture enables simultaneous or sequential execution of precision subtasks by different instruments, thereby improving efficiency, standardization, and safety of surgical and interventional procedures."
42,US-2017189131-A1,US-2011058033-A1,"A robotic surgical instrument system comprises a plurality of manipulators, including a first-generation manipulator and an endoscope. The manipulators are positioned relative to the endoscope, and a guide mechanism is provided to move the manipulator from one position to the other. An image acquisition device comprising a lattice-transistor motor coupled to a power supply is provided to operate the manipulator. The device is capable of detecting the position of an arm relative to a focal point, thereby minimizing the need for a cutting tool.","A robotic surgical imaging and instrument control system is provided that integrates a precision motion platform carrying a high-resolution imaging device with a multi-instrument robotic surgery platform. The imaging device is moved relative to a large-field-coverage lens to provide instantaneous telephoto views and wide-angle coverage through temporal integration, while simultaneously tracking and scanning regions of surgical interest without moving the camera body or lens. The robotic controller coordinates the motion of the imaging device with the motion of one or more surgical instruments to reduce motion blur, enhance image resolution, and maintain precise instrument targeting. In some embodiments, coupled use of multiple imaging platforms enables automated depth and range computation within the surgical field without requiring subsequent epipolar rectification.","A robotic surgical system is provided that integrates a precision motion imaging platform with large-field-coverage optics to enable high-resolution, real-time visualization and instrument control. One or more surgical instruments are robotically actuated while an imaging device mounted on the precision motion platform captures instantaneous telephoto and temporally integrated wide-angle views of the surgical field without movement of the camera body or lens. Coordinated control of instrument motion and imager positioning provides automated tracking of instruments and tissue, range computation for depth-resolved visualization, and reduction of motion blur caused by either instrument movement or tissue motion. The integrated system thereby enhances surgical precision, situational awareness, and image-based guidance during minimally invasive procedures.","A robotic surgical system integrates a precision motion platform carrying an imaging device with a large-field-coverage lens to provide real-time, high‑resolution visualization of a surgical field. The system simultaneously controls one or more robotic surgical instruments and dynamically positions the imager to achieve instantaneous telephoto views and wide-angle coverage through temporal integration without moving the camera body or lens. Coordinated control of the instrument motions and imager platform enables automated tracking of surgical targets, reduction of motion blur from both instrument and tissue movement, and enhanced resolution through sample integration. In some embodiments, coupled use of multiple such imaging platforms provides automated range computation and depth-resolved guidance for instrument positioning without epipolar rectification."
43,US-7104997-B2,US-2017165006-A1,"A portion of the invention relates to a medical imaging device for dissection of the proximal femur. The device includes a trailing guide, a guide lens, and a tool for adjusting the orientation of a trailing guide lens within the body cavity. The device is equipped with a first-in-one orientation adjustment method, which allows the device to be inserted into a patient's body cavity. The device includes a sleeve containing an anchor point and a sleeve containing an anchor point and an anchor.","A computer-assisted knee arthroplasty system is provided, comprising a femoral cutting guide block configured to remain fixed to the distal femur during performance of multiple bone resections, and an integrated optical tracking module. The cutting guide block includes a series of saw-receiving slots defining all required distal femoral cuts, and a mounting interface for a tracking head. The tracking head supports a plurality of light emitters covered by dome-shaped lenses having arcuate inner and outer surfaces defining an outer wall of uniform thickness to minimize light refraction during emission. In use, the navigation system optically tracks the cutting guide in real time to guide placement and orientation of the saw for accurate prosthesis preparation without removal of the guide block.",A computer-assisted knee arthroplasty system is provided comprising a femoral cutting guide block configured to remain fixed to the distal femur throughout all bone resections and an optical tracking assembly integrated with the cutting guide. The cutting guide includes a series of fixed and/or adjustable cutting slots for accommodating a surgical saw to perform multiple planar cuts without removal of the guide. The tracking assembly includes a tracking head carrying a plurality of light emitters covered by dome-shaped lenses defining an outer wall of substantially uniform thickness to minimize light refraction and improve positional tracking accuracy. The system enables real-time navigation of the cutting guide and associated instruments relative to the patient anatomy for precise alignment and implantation of a knee prosthesis.,"A computer-assisted knee arthroplasty system is provided that integrates a fixed or adjustable distal femoral cutting guide with an optical tracking device having minimally refractive dome-shaped lenses. The cutting guide includes a series of saw slots configured to enable all required distal femoral cuts without removal of the guide, and carries one or more tracking heads supporting a plurality of light emitters. The emitters are enclosed by a uniform-thickness, arcuate dome lens structure to emit light with minimized refraction for accurate navigation system detection. The system and associated methods permit real-time tracking and adjustment of the cutting guide orientation during surgery to improve alignment and prosthesis placement."
44,WO-2007030866-A1,US-2017086941-A1,"This invention comprises a bone anchorage device suitable for the insertion of a first-position guidepiece, a second-position guidepiece, and a third-position guidepiece. The invention comprises a mounting device comprising a disc positioned on the outer surface of the guidepiece. The disc positioned on the outer surface of the guidepiece is disposed on the inner surface of the guidepiece. The disc positioned on the outer surface of the guidepiece is disposed on the inner surface of the guidepiece, and the disc positioned on the inner surface of the guidepiece is removable.","A surgical bone marker and guidance system is disclosed, comprising a bone-fixable marker device according to Patent A and a removable light-generating tracking module according to Patent B. The bone marker includes fixation means for attachment to a bone to be resected and a guiding element having at least one slot adapted to receive a resection instrument. The guiding element further includes a support with at least three openings arranged at predetermined positions, on the back surface of which a light-generating element is removably fixed so that its emission is detectable through the openings by an optical tracking system. This configuration enables precise, image-guided positioning and orientation of the guiding slot relative to the patient’s anatomy during surgery while allowing intraoperative placement, removal, or replacement of the light-generating tracking module.","A surgical bone marking and resection guidance system is provided, comprising a bone marker device adapted to be fixed to an osseous structure to be resected and a removable guidance frame configured for adjacent fixation near a joint. The guidance frame includes at least one guiding slot for receiving a resection instrument to perform a precise bone cut and carries a support having a front and back surface with a plurality of predetermined openings. A light-generating element is removably fixed on the back surface of the support to cover the openings so as to be detectable by an optical tracking system through the openings, thereby enabling real-time tracking of the bone marker and guidance frame during surgery. The removable light-generating element can be placed, removed, or replaced intraoperatively without disturbing the fixation of the bone marker or the guidance frame on the bone.","A surgical bone marking and resection guidance system is provided, comprising a bone marker device configured to be fixed to a bone segment to be cut and a removable guidance element including at least one slot for receiving a resection instrument. The system further comprises an optical tracking marker support mounted on the bone marker or guidance element, the support having at least three openings and a light generating element fixed on its rear surface so as to be detectable by a tracking system through the openings. The light generating element is removably fixable and replaceable during surgery without detaching the bone marker or guidance element from the bone. This configuration enables accurate, real-time, image-guided resection of the bone around a joint while maintaining stable mechanical alignment and continuous optical tracking."
45,US-2011060341-A1,DE-202010000518-U1,"This invention provides a method for positioning an implantable device, comprising a first phase assembly comprising a first phase assembly comprising a first phase assembly comprising a first phase assembly comprising a first phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase assembly comprising a second phase clamp.","A surgical illumination system is provided that combines a multi-degree-of-freedom alignment guide with a hermetically sealed, diode-based lamp module. The alignment guide comprises first, second, and third components forming serially arranged links adjustable in five degrees of freedom for precise intraoperative positioning relative to a bone element. The lamp module includes a light-emitting diode housed in a hermetically sealed enclosure formed by a first housing part carrying the diode and a second, transparent housing part, the parts being joined by a solder connection to a metallized region of the transparent body. The system enables highly accurate, stable, and sterilizable positioning of an illumination source in surgical navigation procedures.","A surgical illumination system is provided that combines a multi-degree-of-freedom intraoperative alignment guide with a hermetically sealed, diode-based lamp module. The alignment guide includes serially arranged links each providing controlled adjustments in multiple degrees of freedom to position the lamp precisely relative to a bone element or implant site. The lamp module comprises a light-emitting diode housed in a hermetically closed casing formed by a first housing part carrying the diode and a second transparent housing part, the parts being joined by a solder connection to a metallized region of the transparent housing. This integrated system allows stable, contamination-resistant, and precisely adjustable surgical lighting aligned with navigated implant positioning.","A surgical illumination system is provided that integrates an intraoperative navigation-guided alignment mechanism with a hermetically sealed LED lamp module. The system comprises a compact alignment guide having first, second, and third components forming serially adjustable links providing at least five degrees of freedom, the guide being fixable to a bone element or surgical frame to precisely orient the illumination module relative to an operative site. The illumination module includes a light-emitting diode housed in a hermetically sealed enclosure formed by a first housing part and a second, transparent housing part joined by a solder connection to a metallized region of the transparent part. This configuration enables sterile, accurately directed, and mechanically stable intraoperative lighting that can be dynamically adjusted according to navigation data."
46,US-5037423-A,DE-202005015080-U1,A surgical method for gauging the proximal portion of a femoral skeleton is incorporated. A laser beam is deposited onto the proximal femoral skeleton to generate a first-and second-generation photoreceptors that can be used to adjust the orientation of the femoral skeleton. The system includes a surgical tool for insertion of the implant and a conductive adhesive tape. The conductive adhesive tape is positioned in a fixed position relative to the conductive surface of the implant.,A system and method are disclosed for revision knee joint arthroplasty that integrate a computer-assisted surgical marking and alignment system with a revision femoral component having thicker distal and posterior bearing portions. The system employs multiple marking heads with light spot lamps and a light spot detection system linked to a computer display to define and visualize the desired anatomic transverse joint plane and collateral ligamentous balance in both extension and flexion. A specialized revision cutting jig is guided by the detected light spots to prepare the distal femur in precise accordance with the planned alignment parameters. The invention enables more accurate restoration of joint biomechanics during replacement of a previously implanted femoral component.,A system and method for revision knee arthroplasty is disclosed in which a replacement femoral component having selectively thickened distal and posterior bearing portions is implanted using a computer-assisted surgical marking and alignment system. The system employs multiple marking heads with integrated light spot emitters operating over visible and non-visible wavelengths and corresponding light spot detection linked to a computer display to define and verify the anatomic transverse joint plane and collateral ligament balance during both extension and flexion. A revision cutting jig is positioned and guided in real time based on the detected light spots to prepare the distal femur for accurate placement of the revision femoral component. The combination enables improved restoration of joint kinematics and soft tissue balance while reducing intraoperative variability.,"A computer-assisted revision knee arthroplasty system is disclosed which combines a revision femoral component having thicker distal and posterior bearing portions with an optical surgical marking and alignment system. The system employs multiple marking heads with integrated light spot lamps, including non-visible wavelengths, and a light spot detection system linked to a computer display to define and monitor the desired transverse joint plane and collateral ligament balance during surgery. The optical system cooperates with a specially adapted revision cutting jig to guide bone resections and component positioning for restoration of anatomic alignment in both extension and flexion. Real-time feedback allows dynamic adjustment of the cutting planes and implant orientation to optimize ligamentous balance and joint kinematics."
47,US-9005207-B2,DE-202005015080-U1,A surgical instrument system comprises a method for determining the orientation of a surgical tool relative to a patient's femoral bone and a method for generating and removing surgical guidepieces. The surgical tool comprises a series of electrodes that are positioned on a surgical surface to be surgically cut. The first electrode is equipped with a photosensitive coating to provide a visible light source. The second electrode is positioned at a pre-determined position relative to the surgical guidepiece and is not subjected to a pressure adjustment during the procedure.,"A patient-specific surgical instrumentation system integrates adjustable cutting guides with an optical marking and alignment subsystem. The cutting guide body is configured from patient imaging data to mate uniquely with a target bone, and includes one or more adjustable cutting slots whose position can be altered via an integrated adjustment mechanism. Multiple marking heads with light spot emitters, operating in visible and non-visible wavelengths, project reference spots onto the bone and guide surfaces, which are detected by a linked imaging and display system. The system computes and displays real-time alignment and soft-tissue balancing information, enabling intraoperative adjustment of the cutting guide position and orientation to achieve desired implant placement and joint kinematics.","A patient-specific surgical system integrates custom orthopedic cutting guides with an optical marking and tracking assembly to enable precise intraoperative alignment and soft tissue balancing. The cutting guide body is configured from patient imaging data to uniquely attach to the target bone, and incorporates adjustable cutting slots whose position and orientation are modifiable in real time. A plurality of marking heads with light spot emitters operating over visible and non-visible wavelengths project reference patterns onto the guide and surrounding anatomy, while a corresponding light spot detection system and computer display provide feedback on guide alignment, cutting plane adjustment, and joint balance parameters. This combined system allows dynamic, image-guided refinement of bone resections and implant positioning during arthroplasty procedures.","A system and method are provided for patient-specific orthopaedic arthroplasty using a customized cutting guide integrated with an optical marking and alignment system. The cutting guide comprises a body having a patient-specific bone attachment surface and at least one adjustable cutting slot, the position of which may be altered via an integrated adjustment mechanism for soft tissue balancing. A plurality of marking heads with light spot projectors, including non-visible wavelength emitters, are mounted on or referenced to the cutting guide and bone, and a light spot detection system coupled to a computer display tracks their positions in real time. The system enables intraoperative visualization, calibration, and adjustment of cutting planes and guide position based on detected light spot patterns to improve alignment accuracy and joint function."
48,US-5234433-A,US-2017086941-A1,"An alignment device comprises a proximal section of a femoral cross-section, a guide tube extending from the proximal end of the femoral cross-section, and a receptacle extending from the proximal end of the femoral cross-section. The guide tube is inserted into the proximal end of the femoral cross-section to provide a free-standing mounting point for the insertion of a cutting tool. A second mounting point (1) is provided to provide a fixed base.","A surgical navigation system for unicompartmental knee arthroplasty comprises intramedullary rod–based femoral and tibial cutting blocks in combination with detachable optical markers having rear-mounted light-generating elements. The markers are fixed to the cutting blocks and/or bone by devices that secure the light elements over predefined openings so they are detectable by an external tracking system. During surgery, the tracked markers enable real-time determination and adjustment of the rotational and anterior-posterior position of the cutting blocks, as well as verification of tibial and femoral resection planes. The light-generating elements can be placed, removed, or replaced intraoperatively without disturbing the mechanical alignment guides, thereby improving accuracy and workflow in knee joint resurfacing procedures.","A surgical navigation system for unicompartmental knee arthroplasty combines intramedullary-rod-based cutting instrumentation with an intraoperative light-emitting tracking marker. At least one femoral and/or tibial cutting block is provided with a support having a front surface facing the surgeon and a back surface facing bone, the support including at least three openings at predetermined positions. A removable light-generating element is fixed to the back surface of the support so as to cover the openings, thereby forming a marker detectable by an optical tracking system to determine the spatial position and orientation of the cutting block and associated guides. The system enables dynamic, intraoperative adjustment of femoral and tibial cuts and implant positioning based on real-time tracked data, while allowing placement, removal, or replacement of the light-generating element without disturbing the cutting instrumentation.","A surgical navigation system for unicompartmental knee arthroplasty combines intramedullary rod–guided cutting blocks with trackable light-emitting markers. A femoral and/or tibial cutting block, outrigger, or template is provided with a support surface carrying a plurality of predetermined openings and a fixation device for a light-generating element mounted on the rear side of the support. During bone preparation, the light-generating element is removably fixed to cover the openings so that its emitted light is detectable through the openings by an external tracking system, enabling real-time determination and adjustment of the cutting block position and orientation. The system permits intraoperative placement, removal, or replacement of the light-generating element without disturbing the cutting guides, thereby improving alignment accuracy and workflow in knee joint resurfacing procedures."
49,US-5683397-A,DE-202005015080-U1,A surgical instrument system comprises a detector and a surgical cutting tool. The detector is positioned relative to a surgical eye and a surgical guide is positioned relative to a surgical eye. The surgical guide is positioned relative to a surgical eye and a surgical guide is positioned relative to a surgical eye. One end of the detector comprises a first-order rotational position adjustment mechanism for generating an electrical signal at least 20 nm from a beam of light. The rotational position adjustment mechanism allows the insertion of a second-order rotational position adjustment mechanism.,"A surgical knee alignment and cutting system integrates a distal femoral cutting block apparatus with an intramedullary rod-guided valgus adjustment module and a multi-head optical marking and detection subsystem. The cutting block body mounts on a patient-specific intramedullary rod via a threaded tubular sleeve and locking nut, permitting precise, adjustable valgus positioning. A plurality of marking heads with light spot emitters are attached to or referenced from the cutting block and adjacent bony landmarks, while a light spot detection system linked to a computer display provides real-time visualization and verification of block orientation in multiple planes. The combined system enables cost-effective, highly accurate distal femoral resections through both mechanical intramedullary guidance and computer-assisted optical alignment feedback.","A computer-assisted distal femoral cutting system integrates a valgus-adjustable intramedullary-based cutting block with a multi-head optical marking and detection assembly. The cutting block includes an instrument body having a valgus module with a tubular sleeve for receiving an intramedullary rod and a locking mechanism for rigidly fixing angular position. A plurality of marking heads with light spot emitters are mounted on or referenced to the cutting block to project alignment spots onto the bone or surrounding reference structures. A light spot detection system linked to a computer display monitors the projected patterns to provide real-time feedback on valgus angle, rotational orientation, and cutting block position, thereby enhancing accuracy in knee arthroplasty.","A surgical knee alignment and cutting system integrates a distal femoral cutting block with an intramedullary rod-guided valgus adjustment module and a multi-head optical marking and detection subsystem. The cutting block includes a tubular sleeve for receiving an intramedullary rod, with a threaded adjustment and locking mechanism for precisely setting valgus orientation relative to the femur. A plurality of marking heads with light spot emitters are mounted to the cutting block and/or associated alignment arms, projecting light patterns onto the bone surface. A light spot detection system linked to a computer display tracks the projected patterns and cutting block position in real time, providing visual guidance and feedback for accurate alignment and resection during knee surgery."
50,US-9005207-B2,DE-202010000518-U1,"An embodiment of the invention relates to a surgical instrument suitable for insertion into a pelvic joint. The instrument includes a first method of cutting the instrument, a second method of cutting the instrument, and a second method of adjusting the instrument. The instrument includes a guide shaft, which is positioned at the distal end of the instrument, and a fillet, which is positioned at the proximal end of the instrument. The fillet is provided with a flexible insulating material (including a conductive material) to provide a flexible surface.","A patient-specific surgical instrument system for arthroplasty is provided, comprising a bone-conforming body having an attachment region configured from patient imaging data to uniquely mate with a joint bone, and at least one adjustable cutting guide for performing bone resections with soft-tissue balancing. Integrated into the instrument body is a hermetically sealed illumination module including at least one light-emitting diode arranged within a two-part housing, the housing having a first portion supporting the diode and a second, transparent portion joined to the first portion by a solder connection to a metallized region. The illumination module is positioned to direct light onto the surgical field adjacent the cutting guide, improving visibility of anatomical landmarks and cutting planes. Methods of manufacturing and using the instrument, including forming the patient-specific attachment area and assembling the sealed LED housing, are also disclosed.","A patient-specific surgical instrument system is provided comprising a cutting guide body configured to uniquely attach to a patient’s bone using anatomical data and incorporating integrated illumination. The body includes a hermetically sealed light module having a light-emitting diode housed in a first housing part and a transparent second housing part, the parts being joined via a solder connection to a metallized region of the transparent housing. The LED module is arranged to project light through the transparent housing to illuminate a cutting region and soft tissue structures adjacent the bone. An adjustment mechanism is operable to change the position of the cutting guide relative to the bone while maintaining illumination of the surgical field.","A patient-specific surgical instrument system is provided comprising a cutting guide and an integrated illumination module for use in orthopedic arthroplasty procedures. The cutting guide body includes an attachment surface configured from patient bone data for unique positioning on the joint, and incorporates one or more hermetically sealed light-emitting components arranged to illuminate the surgical field at the cutting interface. Each light-emitting component is housed in a sealed enclosure having a first housing part supporting the diode and a second transparent housing part joined by a metallized solder connection. An adjustment mechanism is operable to change the position of the cutting guide relative to the bone while maintaining alignment and illumination of the planned resection plane to facilitate accurate cuts and improved soft tissue balancing."
51,US-2021393338-A1,US-2019289284-A1,"A medical imaging system of disclosed embodiments includes a device configured to generate an image based on a synchronized motion of a first-person viewfinder and a second-person viewfinder. At least one of the first-person viewfinders is configured to transmit the image to a manipulator. The manipulator is configured to receive signals from a plurality of manipulators. The manipulators are configured to provide a control mechanism for determining the orientation, intensity, and direction of the image at a given point in the system.","Systems and methods are provided for mediated-reality guidance and control of medical instruments. A head-mounted display receives light-field data from an imaging assembly capturing an anatomical site and renders virtual cameras to generate depth-aware, multi-view images of a first instrument and a second instrument accessing the anatomical site via different access paths. A computing device determines a relative orientation between the instruments based on the rendered light-field views and receives directional input signals from a user interface associated with the head-mounted display. Movement of the second instrument is automatically controlled based at least in part on the directional input signals, the determined relative orientation, and the light-field-derived spatial relationship of the instruments and anatomical structures.","Systems and methods are disclosed for mediated-reality guidance and control of medical instruments using light-field imaging. An imaging assembly positioned external to a patient captures light-field data of an anatomical site and one or more medical instruments accessing the site via different access paths. A computing device renders virtual cameras from the light-field data to generate depth-aware, multi-view images and determines the relative orientations of the instruments. A head-mounted display presents the rendered views to a user and receives directional input signals that are used, in combination with the determined orientations, to control movement of at least one of the instruments within the anatomical site.","Systems and methods are disclosed for mediating control of medical instruments using light-field based immersive visualization. A head-mounted display receives rendered views from virtual cameras generated from light-field data captured around an anatomical site accessed by multiple instruments. A computing device determines relative orientations of the instruments, presents corresponding spatially correct views to the user, and receives directional control inputs via the head-mounted interface. Movement of one or more instruments is automatically controlled based at least in part on the user inputs and the computed relative orientations within the light-field based anatomical visualization."
52,US-2010158330-A1,US-2023270562-A1,"The present invention provides a method for performing at least one surgical procedure involving a robotically aligned surgical apparatus. The method includes a method for inserting a surgical apparatus into a patient's body cavity, and a method for extracting bone fragments from the surgical apparatus. The surgical apparatus comprises a plurality of components, each of which is supported by a semi-permanent screw system. The components of the surgical apparatus are configured to be coupled to a self-assembly and/or self-assembly elements.","A system and method for robot-assisted surgical implantation integrates color medical image-based tissue characterization with coordinated multi-arm robotic control. Pixel color feature values are computed from intraoperative color medical images and filtered with spatial adaptive bandpass filters to segment physiologically significant regions, including target bone and critical soft tissues. The segmented regions are used to generate real-time guidance data that constrains and optimizes trajectories and insertion parameters of multiple robotic arms performing synchronous placement of screws, rods, or other implant components. Robotic insertion is autonomously or semi-autonomously adapted based on continuous image-derived feedback on tissue state and implant progression.","A system and method for robot-assisted surgical implantation using real-time color medical image processing is disclosed. The method includes acquiring intraoperative color images of an anatomical region, calculating pixel color feature values for each pixel based on at least two color components, and filtering the pixel color feature data with a spatial adaptive bandpass filter to segment physiologically significant regions, including critical vessels, nerves, and bone structures. A multi-arm surgical robot coordinates synchronous insertion of screws, rods, or other implant components based on the segmented regions, dynamically constraining trajectories and insertion parameters to avoid physiologically sensitive areas. The insertion process is autonomously or semi-autonomously adjusted in real time according to updated image-derived physiologic maps generated from the filtered pixel color feature data.","A system and method for robot-assisted surgical implantation using color medical image-based tissue characterization is disclosed. The method includes acquiring a color medical image of a surgical field, computing pixel color feature (PCF) values dependent on at least two color components, and filtering the PCF data with spatial adaptive bandpass filters (ABPFs) to classify pixels into physiologically significant regions relevant to implant placement. A robotic system having one or more arms and end effectors autonomously plans and performs synchronous insertion of screws, rods, or other implant components based on the classified regions, with coordinated arm movements constrained by tissue-type and boundary information derived from the PCF/ABPF processing. The insertion progress is monitored in real time by continuously updating the PCF-based tissue maps and dynamically adjusting robotic trajectories to maintain safe distances from critical anatomical structures."
53,US-10251714-B2,US-2023270562-A1,"An embodiment of the present invention includes a robotic surgical system for performing a variety of surgical procedures. The robotic surgical system comprises a robot-operated device, a robot-operated device, and a robot-operated device. The robot-operated device is connected to at least one end member of the surgical apparatus. The robot-operated device is shown to facilitate insertion of sutures into the surgical apparatus, and the robot-operated device is connected to the surgical apparatus by means of a movable axis, and the robot-operated device is connected to.","A robotic surgical system is provided for autonomous or semi-autonomous placement of surgical implants using image-derived non-visible property analysis. A plurality of robotic arms, each carrying an implant insertion instrument, are coordinated to synchronously insert screws, rods, or other implant components while intraoperative imaging of the region of interest is continuously acquired. A controller applies image processing filters to the acquired images to infer non-visible properties of patient tissue or implant-bone interface, such as density, stability, or proximity to at-risk structures, and adjusts the insertion trajectories, forces, and depths in real time. A display presents the processed images and inferred properties to the surgeon, enabling oversight and intervention during coordinated multi-implant insertion.","A robotic surgical system is provided for autonomous or semi-autonomous placement of surgical implants using image-derived non-visible property analysis. The system includes multiple coordinated robotic arms coupled to surgical instruments that are inserted into a patient and configured to synchronously insert screws, rods, or other implant components. One or more imaging instruments capture intraoperative images of a region of interest, and a controller applies image processing filters to determine non-visible properties of tissue and bone, such as density, vascularity, or structural integrity. Implant insertion trajectories and forces are dynamically adjusted based on the identified non-visible properties, and the progress of insertion is monitored and displayed to the surgeon in real time.","A robotic surgical system for autonomously placing orthopedic or spinal implants is disclosed. The system includes multiple coordinated robotic arms, each configured to manipulate a surgical instrument and synchronously insert screws, rods, or other implant components along planned trajectories. One or more instruments capture intraoperative images of the implantation region, and a controller applies image processing filters to determine non-visible properties of anatomical structures and implanted components, including bone density, insertion depth, and fixation stability. Implant insertion parameters and robotic arm motion are dynamically adjusted based on the analyzed images to optimize implant placement while providing real-time visualization and guidance to the surgeon."
