id,type,prospective_value
US-2004193146-A1,existing,1
US-2004210116-A1,existing,1
US-2004253079-A1,existing,1
US-2005033270-A1,existing,1
US-2005054900-A1,existing,1
US-2005159645-A1,existing,1
JP-2005270464-A,existing,1
US-2005240178-A1,existing,1
US-2005261705-A1,existing,1
US-2006015133-A1,existing,1
US-2006058617-A1,existing,1
US-2006058813-A1,existing,1
US-2006116693-A1,existing,1
US-2006135963-A1,existing,1
US-2006156875-A1,existing,1
US-2006161137-A1,existing,1
US-2006178556-A1,existing,1
US-2006189891-A1,existing,1
WO-2006124390-A2,existing,1
US-2007016164-A1,existing,1
US-2007027443-A1,existing,1
US-2007027534-A1,existing,1
US-2007032906-A1,existing,1
US-2007106304-A1,existing,1
US-2007123855-A1,existing,1
US-2007208375-A1,existing,1
US-2007213668-A1,existing,1
US-2007239178-A1,existing,1
US-7282055-B2,existing,1
US-2007250111-A1,existing,1
EP-1849423-A2,existing,1
US-2007299427-A1,existing,1
US-2008033467-A1,existing,1
US-2008046122-A1,existing,1
US-2008045981-A1,existing,1
US-2008065111-A1,existing,1
US-2008065112-A1,existing,1
US-2008125698-A1,existing,1
US-2008147089-A1,existing,1
US-2008187101-A1,existing,1
US-2008196533-A1,existing,1
US-2008228104-A1,existing,1
US-2009005768-A1,existing,1
US-2009012507-A1,existing,1
US-2009030446-A1,existing,1
US-2009036900-A1,existing,1
US-2009043305-A1,existing,1
US-2009048611-A1,existing,1
US-2009082634-A1,existing,1
US-2009088774-A1,existing,1
US-2009105723-A1,existing,1
US-2009131885-A1,existing,1
CN-101443069-A,existing,1
US-2009161827-A1,existing,1
US-7559934-B2,existing,1
CN-100515347-C,existing,1
US-2009227998-A1,existing,1
US-2009248043-A1,existing,1
US-2009248041-A1,existing,1
US-2009264878-A1,existing,1
US-2009270760-A1,existing,1
US-2009287188-A1,existing,1
US-2009299352-A1,existing,1
US-2009312773-A1,existing,1
US-2009326318-A1,existing,1
US-2010004642-A1,existing,1
US-2010010504-A1,existing,1
US-2010011900-A1,existing,1
US-2010016852-A1,existing,1
US-2010011901-A1,existing,1
US-2010082017-A1,existing,1
US-2010081965-A1,existing,1
US-2010100045-A1,existing,1
US-7736356-B2,existing,1
US-2010174410-A1,existing,1
US-2010179632-A1,existing,1
US-2010204605-A1,existing,1
US-2010204646-A1,existing,1
US-2010217235-A1,existing,1
US-2010225209-A1,existing,1
US-2010228249-A1,existing,1
US-2010234857-A1,existing,1
US-2010268211-A1,existing,1
US-2010286712-A1,existing,1
US-2010312141-A1,existing,1
US-2010331858-A1,existing,1
US-2011015483-A1,existing,1
US-2011028790-A1,existing,1
US-2011071543-A1,existing,1
US-2011071541-A1,existing,1
US-2011106146-A1,existing,1
US-2011125165-A1,existing,1
US-7963911-B2,existing,1
US-2011152880-A1,existing,1
US-2011160713-A1,existing,1
US-2011160745-A1,existing,1
US-2011167611-A1,existing,1
US-7987046-B1,existing,1
US-2011184558-A1,existing,1
US-8004229-B2,existing,1
US-8002713-B2,existing,1
US-2011208211-A1,existing,1
US-2011213362-A1,existing,1
US-2011224660-A1,existing,1
US-8021326-B2,existing,1
US-2011238064-A1,existing,1
US-8038598-B2,existing,1
US-2011257641-A1,existing,1
US-2011264112-A1,existing,1
US-2011276085-A1,existing,1
US-2011277775-A1,existing,1
US-2011313343-A1,existing,1
WO-2011161218-A1,existing,1
US-8092397-B2,existing,1
US-2012048759-A1,existing,1
US-2012069167-A1,existing,1
US-8187173-B2,existing,1
US-2012138586-A1,existing,1
US-2012138660-A1,existing,1
US-2012209315-A1,existing,1
US-8257303-B2,existing,1
US-2012232342-A1,existing,1
US-2012253332-A1,existing,1
US-2012253277-A1,existing,1
US-2012259320-A1,existing,1
US-2012283747-A1,existing,1
US-2012296318-A1,existing,1
US-2012302869-A1,existing,1
US-2013006144-A1,existing,1
US-2013035537-A1,existing,1
US-2013053877-A1,existing,1
US-2013066136-A1,existing,1
US-2013085486-A1,existing,1
US-2013085442-A1,existing,1
US-2013096422-A1,existing,1
US-2013096574-A1,existing,1
US-2013110042-A1,existing,1
US-2013110107-A1,existing,1
US-2013116716-A1,existing,1
US-2013144395-A1,existing,1
US-2013144274-A1,existing,1
US-8480595-B2,existing,1
US-2013190796-A1,existing,1
WO-2013107468-A1,existing,1
US-2013225997-A1,existing,1
US-2013226161-A1,existing,1
US-8523762-B2,existing,1
CN-103298414-A,existing,1
US-2013233908-A1,existing,1
US-8541970-B2,existing,1
US-8540748-B2,existing,1
US-2013253267-A1,existing,1
US-2013303876-A1,existing,1
US-2013310819-A1,existing,1
US-2013317519-A1,existing,1
US-2013334281-A1,existing,1
US-2013345686-A1,existing,1
US-2014005681-A1,existing,1
US-2014039681-A1,existing,1
US-2014039517-A1,existing,1
US-2014046308-A1,existing,1
US-8652030-B2,existing,1
US-2014051985-A1,existing,1
US-2014051049-A1,existing,1
US-2014058404-A1,existing,1
US-2014058365-A1,existing,1
US-2014058428-A1,existing,1
US-2014100445-A1,existing,1
US-2014142591-A1,existing,1
US-8749190-B2,existing,1
US-2014163318-A1,existing,1
US-2014163736-A1,existing,1
US-2014194859-A1,existing,1
US-2014194905-A1,existing,1
US-8786241-B2,existing,1
US-2014222207-A1,existing,1
US-2014243801-A1,existing,1
US-2014243849-A1,existing,1
US-8821480-B2,existing,1
US-8820603-B2,existing,1
US-2014246473-A1,existing,1
US-2014257333-A1,existing,1
US-2014275956-A1,existing,1
US-2014276956-A1,existing,1
US-2014276723-A1,existing,1
US-2014309655-A1,existing,1
US-2014316203-A1,existing,1
US-8882660-B2,existing,1
US-2014357984-A1,existing,1
US-2015025549-A1,existing,1
US-8945163-B2,existing,1
US-2015045675-A1,existing,1
US-8956280-B2,existing,1
US-2015073439-A1,existing,1
US-2015080879-A1,existing,1
US-2015088161-A1,existing,1
US-2015127045-A1,existing,1
CN-104619281-A,existing,1
US-2015133960-A1,existing,1
US-9044257-B2,existing,1
US-2015150635-A1,existing,1
US-2015164522-A1,existing,1
US-2015190204-A1,existing,1
US-2015201917-A1,existing,1
US-2015202085-A1,existing,1
US-2015223832-A1,existing,1
WO-2015153174-A1,existing,1
US-2015305650-A1,existing,1
US-2015314110-A1,existing,1
US-9179979-B2,existing,1
US-2015366629-A1,existing,1
US-2015374446-A1,existing,1
US-2016008979-A1,existing,1
US-2016022289-A1,existing,1
US-2016022466-A1,existing,1
US-2016030073-A1,existing,1
US-9259282-B2,existing,1
US-2016045208-A1,existing,1
US-2016051318-A1,existing,1
US-2016066935-A1,existing,1
US-9296104-B2,existing,1
US-9345456-B2,existing,1
US-9345544-B2,existing,1
US-2016158490-A1,existing,1
US-2016158936-A1,existing,1
US-9375284-B2,existing,1
US-2016183841-A1,existing,1
US-2016199984-A1,existing,1
US-9415510-B2,existing,1
US-2016235495-A1,existing,1
US-2016242858-A1,existing,1
WO-2016137612-A1,existing,1
US-2016249932-A1,existing,1
US-2016270865-A1,existing,1
US-9460536-B2,existing,1
US-2016287279-A1,existing,1
US-2016303743-A1,existing,1
US-2016302871-A1,existing,1
US-2016310146-A1,existing,1
US-9480534-B2,existing,1
US-2016324587-A1,existing,1
US-2016331358-A1,existing,1
US-9504604-B2,existing,1
CN-205729413-U,existing,1
US-9510911-B2,existing,1
US-9517106-B2,existing,1
US-2016367324-A1,existing,1
US-2017000577-A1,existing,1
US-2017007337-A1,existing,1
US-9561083-B2,existing,1
US-9566125-B2,existing,1
US-2017049471-A1,existing,1
US-2017055995-A1,existing,1
US-2017065227-A1,existing,1
US-9592042-B2,existing,1
US-2017071456-A1,existing,1
US-2017071584-A1,existing,1
US-9597152-B2,existing,1
WO-2017048194-A1,existing,1
US-2017086934-A1,existing,1
US-2017095234-A1,existing,1
US-2017095299-A1,existing,1
US-2017095295-A1,existing,1
US-9622827-B2,existing,1
US-9636184-B2,existing,1
US-2017135710-A1,existing,1
US-2017135706-A1,existing,1
US-2017135833-A1,existing,1
US-2017143442-A1,existing,1
US-2017151416-A1,existing,1
US-9668768-B2,existing,1
US-9675422-B2,existing,1
US-2017165009-A1,existing,1
US-2017172680-A1,existing,1
US-2017172553-A1,existing,1
US-9687310-B2,existing,1
US-2017189118-A1,existing,1
WO-2017114855-A1,existing,1
US-2017189131-A1,existing,1
US-2017202627-A1,existing,1
US-9713509-B2,existing,1
US-2017209073-A1,existing,1
US-9727963-B2,existing,1
US-9730757-B2,existing,1
US-9737373-B2,existing,1
US-9737371-B2,existing,1
US-9744335-B2,existing,1
US-2017258534-A1,existing,1
US-9763741-B2,existing,1
US-2017265923-A1,existing,1
US-2017265954-A1,existing,1
US-9782229-B2,existing,1
US-2017290631-A1,existing,1
US-9788910-B2,existing,1
US-2017319289-A1,existing,1
US-2017333145-A1,existing,1
US-2017333147-A1,existing,1
US-9844412-B2,existing,1
US-2018000563-A1,existing,1
US-9867635-B2,existing,1
US-2018025666-A1,existing,1
US-2018049824-A1,existing,1
US-9918681-B2,existing,1
US-2018079090-A1,existing,1
US-2018080841-A1,existing,1
US-9931025-B1,existing,1
US-2018098817-A1,existing,1
US-9943962-B2,existing,1
WO-2018069679-A1,existing,1
US-9949749-B2,existing,1
US-9955986-B2,existing,1
US-9962228-B2,existing,1
US-2018140371-A1,existing,1
US-9980785-B2,existing,1
US-9993313-B2,existing,1
US-10016900-B1,existing,1
US-2018193049-A1,existing,1
US-10022192-B1,existing,1
US-10029367-B2,existing,1
US-2018206931-A1,existing,1
US-2018221039-A1,existing,1
US-2018221038-A1,existing,1
US-2018243906-A1,existing,1
US-2018250085-A1,existing,1
US-10071479-B2,existing,1
US-10080576-B2,existing,1
US-2018279852-A1,existing,1
US-2018289431-A1,existing,1
WO-2018189722-A1,existing,1
US-2018296285-A1,existing,1
US-10117713-B2,existing,1
US-2018325499-A1,existing,1
US-10130429-B1,existing,1
US-10136959-B2,existing,1
US-10136949-B2,existing,1
US-2018338799-A1,existing,1
US-10145747-B1,existing,1
US-10149720-B2,existing,1
US-10154822-B2,existing,1
US-2018360435-A1,existing,1
US-10159532-B1,existing,1
US-2018368920-A1,existing,1
US-10169875-B2,existing,1
US-2019000559-A1,existing,1
US-2019000560-A1,existing,1
US-2019000576-A1,existing,1
US-2019015166-A1,existing,1
US-2019054620-A1,existing,1
US-10219868-B2,existing,1
US-10219874-B2,existing,1
US-2019069962-A1,existing,1
US-10231793-B2,existing,1
US-10231867-B2,existing,1
US-2019090967-A1,existing,1
US-10244926-B2,existing,1
US-2019099232-A1,existing,1
US-2019099231-A1,existing,1
US-2019105117-A1,existing,1
US-2019110839-A1,existing,1
US-2019117320-A1,existing,1
US-2019117324-A1,existing,1
US-10285574-B2,existing,1
US-2019151148-A1,existing,1
US-10299870-B2,existing,1
US-2019167366-A1,existing,1
US-10314463-B2,existing,1
US-10314661-B2,existing,1
US-2019175009-A1,existing,1
US-2019183587-A1,existing,1
US-2019183585-A1,existing,1
US-10327855-B2,existing,1
US-2019192249-A1,existing,1
US-10350017-B2,existing,1
US-2019216550-A1,existing,1
US-2019216548-A1,existing,1
US-2019216576-A1,existing,1
US-2019223974-A1,existing,1
US-2019231460-A1,existing,1
US-2019239890-A1,existing,1
US-10383765-B2,existing,1
US-2019262086-A1,existing,1
US-10398518-B2,existing,1
US-2019269468-A1,existing,1
US-10405939-B2,existing,1
US-10405940-B2,existing,1
US-2019274764-A1,existing,1
US-2019290109-A1,existing,1
US-10426661-B2,existing,1
US-10426559-B2,existing,1
US-2019298469-A1,existing,1
US-2019298464-A1,existing,1
US-2019298460-A1,existing,1
US-2019298465-A1,existing,1
US-10434660-B2,existing,1
US-2019314616-A1,existing,1
KR-20190123673-A,existing,1
US-10463440-B2,existing,1
US-10464209-B2,existing,1
US-2019336238-A1,existing,1
US-10470830-B2,existing,1
US-10482599-B2,existing,1
US-10493241-B2,existing,1
US-2019365209-A1,existing,1
US-2019365201-A1,existing,1
US-2019365486-A1,existing,1
US-2019365479-A1,existing,1
US-10500001-B2,existing,1
US-2019375383-A1,existing,1
US-2019380787-A1,existing,1
US-2019380797-A1,existing,1
US-10517692-B2,existing,1
US-2020000533-A1,existing,1
US-10524866-B2,existing,1
US-10539478-B2,existing,1
US-10543048-B2,existing,1
US-2020030046-A1,existing,1
US-2020039086-A1,existing,1
US-2020038123-A1,existing,1
US-10555778-B2,existing,1
US-2020046434-A1,existing,1
US-2020060516-A1,existing,1
US-2020085516-A1,existing,1
US-2020093554-A1,existing,1
US-2020093549-A1,existing,1
US-2020100855-A1,existing,1
US-2020107894-A1,existing,1
WO-2020075501-A1,existing,1
US-2020121502-A1,existing,1
US-10631949-B2,existing,1
US-10639109-B2,existing,1
US-10639114-B2,existing,1
US-10639108-B2,existing,1
US-2020138531-A1,existing,1
US-10646291-B2,existing,1
US-2020146769-A1,existing,1
US-2020163726-A1,existing,1
US-10667871-B2,existing,1
US-10667875-B2,existing,1
US-2020170720-A1,existing,1
US-2020171660-A1,existing,1
US-10682189-B2,existing,1
US-2020188043-A1,existing,1
US-2020197112-A1,existing,1
US-2020197109-A1,existing,1
US-2020206472-A1,existing,1
US-10702348-B2,existing,1
US-2020217733-A1,existing,1
US-2020222134-A1,existing,1
US-10716461-B2,existing,1
US-2020237458-A1,existing,1
US-10744035-B2,existing,1
US-10743751-B2,existing,1
US-2020261172-A1,existing,1
US-10751140-B2,existing,1
US-2020268460-A1,existing,1
US-2020268459-A1,existing,1
US-10765303-B2,existing,1
US-10765487-B2,existing,1
US-2020281787-A1,existing,1
US-10779898-B2,existing,1
US-2020297444-A1,existing,1
US-2020297437-A1,existing,1
US-10786432-B2,existing,1
US-10786329-B2,existing,1
US-2020305983-A1,existing,1
US-2020305989-A1,existing,1
US-2020305992-A1,existing,1
US-10792466-B2,existing,1
US-10792464-B2,existing,1
US-2020315717-A1,existing,1
US-2020315723-A1,existing,1
US-2020323596-A1,existing,1
US-2020330167-A1,existing,1
US-10814101-B2,existing,1
US-10813539-B2,existing,1
US-10820947-B2,existing,1
US-10820954-B2,existing,1
US-2020345216-A1,existing,1
US-10828118-B2,existing,1
US-10827913-B2,existing,1
US-2020352420-A1,existing,1
US-10835153-B2,existing,1
US-2020360100-A1,existing,1
US-2020360183-A1,existing,1
US-2020367981-A1,existing,1
US-2020367726-A1,existing,1
US-10850013-B2,existing,1
US-2020375678-A1,existing,1
US-10959792-B1,existing,1
US-11037464-B2,existing,1
US-11096753-B1,existing,1
US-2021290320-A1,existing,1
US-2021298847-A1,existing,1
US-2021298851-A1,existing,1
US-11234780-B2,existing,1
US-11357586-B2,existing,1
US-11771512-B2,existing,1
US-4559936-A,existing,1
US-11999065-B2,existing,1
US-5413573-A,existing,1
WO-9531148-A1,existing,1
US-5540696-A,existing,1
US-5630431-A,existing,1
US-5800438-A,existing,1
US-6328752-B1,existing,1
US-2002055918-A1,existing,1
US-6595997-B2,existing,1
US-6685711-B2,existing,1
US-6758850-B2,existing,1
WO-2004070580-A2,existing,1
US-6827723-B2,existing,1
US-2004260301-A1,existing,1
US-2005020941-A1,existing,1
US-6859661-B2,existing,1
EP-1518501-A2,existing,1
US-2005119661-A1,existing,1
US-2005149040-A1,existing,1
US-2005171545-A1,existing,1
US-2005234466-A1,existing,1
US-2005251148-A1,existing,1
US-2006015120-A1,existing,1
US-7008362-B2,existing,1
US-2006064043-A1,existing,1
WO-2006078236-A1,existing,1
EP-1690503-A1,existing,1
US-2006200026-A1,existing,1
EP-1226788-B1,existing,1
US-2006241405-A1,existing,1
US-2007073136-A1,existing,1
US-2007123896-A1,existing,1
US-2007179626-A1,existing,1
WO-2007092841-A2,existing,1
EP-1755466-B1,existing,1
US-2008004633-A1,existing,1
US-7412897-B2,existing,1
US-2008208081-A1,existing,1
US-2008281328-A1,existing,1
US-2008281301-A1,existing,1
US-2008281426-A1,existing,1
EP-2007291-A2,existing,1
US-7510557-B1,existing,1
US-7547307-B2,existing,1
US-7591821-B2,existing,1
US-7607440-B2,existing,1
US-7618421-B2,existing,1
US-7634306-B2,existing,1
EP-2156794-A1,existing,1
US-7670345-B2,existing,1
US-2010063508-A1,existing,1
US-2010064216-A1,existing,1
US-7696899-B2,existing,1
US-2010145344-A1,existing,1
US-7809421-B1,existing,1
US-2011029091-A1,existing,1
US-2011071530-A1,existing,1
US-2011071528-A1,existing,1
US-7927336-B2,existing,1
US-7931655-B2,existing,1
US-7945310-B2,existing,1
US-7963913-B2,existing,1
US-8007448-B2,existing,1
US-8010180-B2,existing,1
US-8038683-B2,existing,1
EP-2384714-A1,existing,1
US-8078440-B2,existing,1
US-8075317-B2,existing,1
US-2011306986-A1,existing,1
US-2011304332-A1,existing,1
US-8096997-B2,existing,1
US-8116847-B2,existing,1
US-8126533-B2,existing,1
US-8160345-B2,existing,1
US-8170888-B2,existing,1
US-8172775-B2,existing,1
US-2012143084-A1,existing,1
US-8197549-B2,existing,1
WO-2012082164-A1,existing,1
WO-2012101286-A1,existing,1
US-8257360-B2,existing,1
US-2012226481-A1,existing,1
US-2012226198-A1,existing,1
US-8265949-B2,existing,1
US-8265790-B2,existing,1
US-8277455-B2,existing,1
EP-1919390-B1,existing,1
US-8337508-B2,existing,1
US-8357111-B2,existing,1
US-8377129-B2,existing,1
US-8386077-B2,existing,1
US-2013085510-A1,existing,1
US-2013123983-A1,existing,1
US-2013172905-A1,existing,1
US-2013209953-A1,existing,1
US-8521252-B2,existing,1
US-8545509-B2,existing,1
US-8548559-B2,existing,1
US-8551023-B2,existing,1
US-8551099-B2,existing,1
US-8626267-B2,existing,1
US-8641726-B2,existing,1
US-2014039520-A1,existing,1
US-2014073907-A1,existing,1
US-8682052-B2,existing,1
US-2014108983-A1,existing,1
US-8707963-B2,existing,1
US-2014128727-A1,existing,1
US-8721568-B2,existing,1
US-2014135791-A1,existing,1
US-2014188240-A1,existing,1
US-2014189508-A1,existing,1
US-8801720-B2,existing,1
US-8801719-B2,existing,1
US-8832019-B2,existing,1
US-8834490-B2,existing,1
US-8845645-B2,existing,1
US-2014296871-A1,existing,1
US-8861818-B2,existing,1
US-8880152-B2,existing,1
US-8885904-B2,existing,1
US-8938282-B2,existing,1
US-8951260-B2,existing,1
US-8956355-B2,existing,1
US-8965483-B2,existing,1
US-8974468-B2,existing,1
US-8979859-B2,existing,1
US-2015094736-A1,existing,1
US-9002426-B2,existing,1
US-2015105782-A1,existing,1
WO-2015057814-A1,existing,1
US-9101394-B2,existing,1
US-9119722-B1,existing,1
US-9125669-B2,existing,1
US-9168153-B2,existing,1
US-9167989-B2,existing,1
US-9173716-B2,existing,1
US-9186292-B2,existing,1
US-9220510-B2,existing,1
US-2016007836-A1,existing,1
US-9237951-B1,existing,1
US-9241801-B1,existing,1
US-2016022374-A1,existing,1
US-9247998-B2,existing,1
US-9248001-B2,existing,1
US-9262802-B2,existing,1
US-9259290-B2,existing,1
US-9265447-B2,existing,1
US-9271756-B2,existing,1
US-9277968-B2,existing,1
US-9286355-B2,existing,1
US-9289264-B2,existing,1
US-9301812-B2,existing,1
US-9332987-B2,existing,1
US-9406134-B2,existing,1
US-2016220175-A1,existing,1
US-9433425-B2,existing,1
US-9439656-B2,existing,1
WO-2016146768-A1,existing,1
US-2016278868-A1,existing,1
US-2016338777-A1,existing,1
US-9517000-B2,existing,1
WO-2016198844-A1,existing,1
US-9532788-B2,existing,1
US-9532838-B2,existing,1
US-2017014169-A1,existing,1
US-9549742-B2,existing,1
US-9549782-B2,existing,1
US-9554953-B2,existing,1
US-9561082-B2,existing,1
US-2017042557-A1,existing,1
US-9572682-B2,existing,1
US-2017061375-A1,existing,1
US-9585768-B2,existing,1
US-9585725-B2,existing,1
US-9592133-B2,existing,1
US-9597096-B2,existing,1
US-9610134-B2,existing,1
US-9610086-B2,existing,1
US-9639156-B2,existing,1
WO-2017076886-A1,existing,1
US-9684768-B2,existing,1
WO-2017108776-A1,existing,1
WO-2017115235-A1,existing,1
US-9700292-B2,existing,1
US-2017196571-A1,existing,1
WO-2017124043-A1,existing,1
US-9724165-B2,existing,1
US-9737369-B2,existing,1
US-9737311-B2,existing,1
WO-2017147596-A1,existing,1
US-2017252112-A1,existing,1
EP-1841372-B1,existing,1
US-2017258532-A1,existing,1
US-9763683-B2,existing,1
US-9763746-B2,existing,1
US-9782226-B2,existing,1
WO-2017179075-A1,existing,1
US-2017312099-A1,existing,1
US-9808356-B2,existing,1
US-2017325973-A1,existing,1
US-2017340389-A1,existing,1
US-2017348008-A1,existing,1
US-2017347922-A1,existing,1
US-9848896-B2,existing,1
US-9861446-B2,existing,1
US-9888931-B2,existing,1
US-9901463-B2,existing,1
US-9901404-B2,existing,1
US-9911187-B2,existing,1
US-2018064496-A1,existing,1
US-9916421-B2,existing,1
US-9913692-B2,existing,1
US-9913691-B2,existing,1
US-2018071049-A1,existing,1
US-2018085135-A1,existing,1
US-2018085172-A1,existing,1
US-2018116805-A1,existing,1
US-2018116823-A1,existing,1
WO-2018085694-A1,existing,1
US-2018132949-A1,existing,1
WO-2018085900-A1,existing,1
WO-2018095499-A1,existing,1
US-9987092-B2,existing,1
WO-2018104704-A1,existing,1
US-2018168750-A1,existing,1
US-2018168762-A1,existing,1
US-2018177512-A1,existing,1
US-10010377-B2,existing,1
US-2018185100-A1,existing,1
US-2018199995-A1,existing,1
US-2018214180-A1,existing,1
US-10052164-B2,existing,1
US-2018250078-A1,existing,1
US-10070973-B2,existing,1
US-10071488-B2,existing,1
US-10070931-B2,existing,1
US-2018256256-A1,existing,1
WO-2018161120-A1,existing,1
US-10076344-B2,existing,1
US-10080616-B2,existing,1
US-10092361-B2,existing,1
US-10102309-B2,existing,1
US-10117658-B2,existing,1
US-2018317898-A1,existing,1
US-10130375-B2,existing,1
US-10136952-B2,existing,1
US-10136950-B2,existing,1
US-2018338796-A1,existing,1
US-2018344409-A1,existing,1
US-2018368930-A1,existing,1
US-2019000631-A1,existing,1
WO-2019006370-A1,existing,1
US-10172687-B2,existing,1
US-2019008599-A1,existing,1
US-10194991-B2,existing,1
US-10201320-B2,existing,1
WO-2019032828-A2,existing,1
US-10206714-B2,existing,1
US-10206792-B2,existing,1
US-2019066832-A1,existing,1
US-2019069963-A1,existing,1
US-10226261-B2,existing,1
US-10226306-B2,existing,1
US-10231786-B2,existing,1
US-10231739-B1,existing,1
US-2019083191-A1,existing,1
US-10238454-B2,existing,1
US-2019090962-A1,existing,1
US-2019090952-A1,existing,1
US-2019099228-A1,existing,1
WO-2019068194-A1,existing,1
US-2019122330-A1,existing,1
US-2019117156-A1,existing,1
US-2019117407-A1,existing,1
WO-2019079634-A1,existing,1
US-10271954-B2,existing,1
US-10272569-B2,existing,1
WO-2019081915-A1,existing,1
US-10278777-B1,existing,1
US-2019133695-A1,existing,1
US-10285683-B2,existing,1
US-2019147128-A1,existing,1
US-10307269-B2,existing,1
US-2019175283-A1,existing,1
US-2019201214-A1,existing,1
US-2019201101-A1,existing,1
US-2019200900-A1,existing,1
WO-2019135805-A1,existing,1
US-2019209079-A1,existing,1
EP-3510927-A1,existing,1
US-2019216520-A1,existing,1
US-2019224016-A1,existing,1
US-2019223962-A1,existing,1
WO-2019148154-A1,existing,1
US-10368947-B2,existing,1
US-2019240045-A1,existing,1
US-2019240046-A1,existing,1
US-2019254756-A1,existing,1
US-2019269476-A1,existing,1
US-2019272917-A1,existing,1
US-2019274662-A1,existing,1
US-2019274762-A1,existing,1
US-10416624-B2,existing,1
US-10420611-B2,existing,1
US-2019290198-A1,existing,1
US-10426556-B2,existing,1
WO-2019191722-A1,existing,1
US-2019311542-A1,existing,1
US-10441438-B1,existing,1
US-10441366-B2,existing,1
US-10452238-B2,existing,1
US-2019325386-A1,existing,1
US-10456166-B2,existing,1
US-10456075-B2,existing,1
US-10463242-B2,existing,1
US-2019336220-A1,existing,1
US-10470838-B2,existing,1
WO-2019224745-A1,existing,1
US-10492798-B2,existing,1
US-10492693-B2,existing,1
US-2019365481-A1,existing,1
US-2019374130-A1,existing,1
WO-2019241516-A1,existing,1
US-2019380792-A1,existing,1
WO-2019245849-A1,existing,1
US-2019388157-A1,existing,1
US-2019388153-A1,existing,1
WO-2019245851-A1,existing,1
US-2020000400-A1,existing,1
US-2020015598-A1,existing,1
US-2020030036-A1,existing,1
US-10548667-B2,existing,1
US-10555777-B2,existing,1
WO-2020033568-A2,existing,1
US-10572733-B2,existing,1
US-2020060773-A1,existing,1
US-2020060772-A1,existing,1
US-10575910-B2,existing,1
US-10595952-B2,existing,1
US-10595887-B2,existing,1
US-10595880-B2,existing,1
WO-2020056443-A1,existing,1
WO-2020065209-A1,existing,1
US-2020100848-A1,existing,1
US-10610315-B2,existing,1
US-10610316-B2,existing,1
US-10610310-B2,existing,1
EP-3334383-B1,existing,1
US-10617479-B2,existing,1
US-2020113583-A1,existing,1
US-10624807-B2,existing,1
US-2020129311-A1,existing,1
US-10638970-B2,existing,1
US-10739963-B2,existing,1
US-10765384-B2,existing,1
US-2020305978-A1,existing,1
US-2020305979-A1,existing,1
US-2020323540-A1,existing,1
US-2020352529-A1,existing,1
WO-2020227832-A1,existing,1
US-2021068845-A1,existing,1
US-2022071720-A1,existing,1
US-2023146679-A1,existing,1
US-4747393-A,existing,1
US-11844577-B2,existing,1
US-4903536-A,existing,1
US-5046375-A,existing,1
US-5142930-A,existing,1
US-5154717-A,existing,1
US-5207114-A,existing,1
US-5230338-A,existing,1
US-5236432-A,existing,1
US-5299288-A,existing,1
WO-9501757-A1,existing,1
US-5383901-A,existing,1
US-5388480-A,existing,1
US-5399951-A,existing,1
US-5408409-A,existing,1
US-5445166-A,existing,1
US-5445144-A,existing,1
US-5452941-A,existing,1
WO-9617552-A1,existing,1
JP-H08215211-A,existing,1
US-5551429-A,existing,1
US-5576727-A,existing,1
US-5587937-A,existing,1
US-5611353-A,existing,1
US-5625576-A,existing,1
US-5638819-A,existing,1
US-5676673-A,existing,1
US-5688280-A,existing,1
US-5694013-A,existing,1
JP-H09330016-A,existing,1
US-5701140-A,existing,1
US-5704791-A,existing,1
US-5727554-A,existing,1
US-5792147-A,existing,1
US-5799055-A,existing,1
US-5831408-A,existing,1
US-5855553-A,existing,1
US-5871018-A,existing,1
US-5887121-A,existing,1
US-5888220-A,existing,1
US-5898599-A,existing,1
US-5928137-A,existing,1
US-5950629-A,existing,1
US-5971997-A,existing,1
US-5978696-A,existing,1
US-5980535-A,existing,1
US-5984930-A,existing,1
US-5987960-A,existing,1
US-6002859-A,existing,1
US-6006127-A,existing,1
US-6006126-A,existing,1
US-6017305-A,existing,1
WO-0035336-A2,existing,1
US-6084587-A,existing,1
US-6104158-A,existing,1
US-6109270-A,existing,1
US-6111577-A,existing,1
JP-2000279425-A,existing,1
US-6147674-A,existing,1
US-6161032-A,existing,1
EP-1059067-A1,existing,1
US-6188728-B1,existing,1
US-6191796-B1,existing,1
US-6219032-B1,existing,1
US-6226566-B1,existing,1
US-6228089-B1,existing,1
US-6231526-B1,existing,1
US-6233504-B1,existing,1
US-6259806-B1,existing,1
US-6285902-B1,existing,1
US-6288705-B1,existing,1
US-6292174-B1,existing,1
US-6300936-B1,existing,1
US-2001034530-A1,existing,1
US-2001037064-A1,existing,1
US-2001039422-A1,existing,1
US-2001041838-A1,existing,1
US-6322467-B1,existing,1
US-6325808-B1,existing,1
US-6337994-B1,existing,1
EP-1184684-A2,existing,1
US-2002035321-A1,existing,1
WO-0224051-A2,existing,1
US-6366273-B1,existing,1
US-6369834-B1,existing,1
JP-2002102251-A,existing,1
US-6377839-B1,existing,1
US-6377011-B1,existing,1
US-6385509-B2,existing,1
US-6393340-B2,existing,1
US-2002062177-A1,existing,1
US-6405158-B1,existing,1
US-6405072-B1,existing,1
US-2002082498-A1,existing,1
US-6417638-B1,existing,1
US-6421048-B1,existing,1
US-2002108054-A1,existing,1
WO-02061371-A1,existing,1
WO-02060653-A2,existing,1
